s0,v0,a,t0,tf,opt,
63.3863,6.02222,-4,6,1,0,
63.3863,6.02222,-2.66667,6,1,0,
63.3863,6.02222,-2,6,1,0,
63.3863,6.02222,-0.666667,6,1,0,
63.3863,6.02222,0,6,1,0,
63.3863,6.02222,1.33333,6,1,0,
64.3863,8.02222,-4,6,1,0,
64.3863,8.02222,-2.66667,6,1,0,
64.7196,8.68889,-4,6,1,0,
64.3863,8.02222,-0.666667,6,1,0,
64.3863,8.02222,0.666667,6,1,0,
64.7196,8.68889,-0.666667,6,1,0,
64.7196,8.68889,0.666667,6,1,0,
65.3863,10.0222,-2.66667,6,1,0,
65.3863,10.0222,-1.33333,6,1,0,
65.7196,10.6889,-2,6,1,0,
65.7196,10.6889,-1.33333,6,1,0,
66.3863,12.0222,-4,6,1,0,
65.7196,10.6889,0.666667,6,1,0,
66.3863,12.0222,-2,6,1,0,
66.3863,12.0222,-1.33333,6,1,0,
66.3863,12.0222,0,6,1,0,
66.3863,12.0222,0.666667,6,1,0,
66.3863,12.0222,2,6,1,0,
68.3863,12.0222,-1.33333,6,1,0,
68.3863,12.0222,0,6,1,0,
68.3863,12.0222,0.666667,6,1,0,
68.3863,12.0222,2,6,1,0,
68.7196,12.6889,0.666667,6,1,0,
68.7196,12.6889,2,6,1,0,
69.0529,13.3556,0.666667,6,1,0,
69.0529,13.3556,1.33333,6,1,0,
74.5529,9.02222,0,6,1,0,
73.0529,10.0222,2,6,1,0,
73.5529,11.0222,0,6,1,0,
73.5529,11.0222,1,6,1,0,
75.0529,10.0222,1,6,1,0,
74.0529,12.6889,-1.33333,6,1,0,
78.0529,10.6889,-4,6,1,0,
74.0529,12.6889,1,6,1,0,
78.0529,10.6889,-2,6,1,0,
76.0529,12.0222,0.333333,6,1,0,
76.0529,12.0222,1.33333,6,1,0,
77.5529,13.6889,-4,6,1,0,
79.5529,12.3556,-4,6,1,0,
77.5529,13.6889,-2,6,1,0,
79.5529,12.3556,-2,6,1,0,
77.5529,13.6889,0.333333,6,1,0,
78.5529,14.3556,-2,6,1,0,
79.5529,12.3556,1,6,1,0,
78.5529,14.3556,0,6,1,0,
79.0529,14.0222,0.666667,6,1,0,
78.5529,14.3556,2,6,1,0,
80.5529,15.6889,-3.33333,6,1,0,
81.2196,14.3556,-1.33333,6,1,0,
80.0529,14.6889,1.33333,6,1,0,
80.5529,15.6889,-0.666667,6,1,0,
81.7196,15.3556,-1.33333,6,1,0,
80.5529,15.6889,1.33333,6,1,0,
81.7196,15.3556,1,6,1,0,
81.7196,15.3556,1.66667,6,1,0,
82.2196,16.3556,0.333333,6,1,0,
82.2196,16.3556,1.33333,6,1,0,
83.0752,14.6889,-1.33333,7,1,0,
82.7418,14.0222,0,7,1,0,
82.7418,14.0222,-1.33333,7,1,0,
82.7418,14.0222,2,7,1,0,
81.7418,13.3556,1,7,1,0,
81.4085,14.0222,-1.33333,7,1,0,
80.7418,12.6889,1.66667,7,1,0,
80.7418,12.6889,0.333333,7,1,0,
80.4085,12.0222,1,7,1,0,
78.7418,12.6889,1.66667,7,1,0,
78.7418,12.6889,0.333333,7,1,0,
78.4085,12.0222,1,7,1,0,
93.4085,14.6889,-2,7,1,0,
93.4085,14.6889,-0.666667,7,1,0,
78.7418,12.6889,-2.66667,7,1,0,
95.4085,16.0222,-3.33333,7,1,0,
77.7418,10.6889,1.66667,7,1,0,
91.4085,14.0222,0.666667,7,1,0,
77.7418,10.6889,1,7,1,0,
94.9085,13.0222,1,7,1,0,
91.9085,12.3556,0.333333,7,1,0,
95.9085,15.0222,0.333333,7,1,0,
77.4085,10.0222,1.66667,7,1,0,
91.4085,14.0222,-3.33333,7,1,0,
95.4085,16.0222,0.666667,7,1,0,
77.4085,10.0222,0.333333,7,1,0,
92.4085,13.3556,1.33333,7,1,0,
